Questions,Manual Label,NSQ,LDA,LSA,Cognitive
"An application program is executed on a nine-computer cluster. A benchmark program takes time T on this cluster. Further, 25% of T is time in which the application is running simultaneously on all nine computers. The remaining time, the application has to run on a single computer. Calculate the effective speedup under the aforementioned condition as compared to executing the program on a single computer. Also calculate, the percentage of code that has been parallelized (programmed or compiled so as to use the cluster mode) in the preceding program.",21,0.0340817628321,1,1,3
"An application program is executed on a nine-computer cluster. A benchmark program takes time T on this cluster. Further, 25% of T is time in which the application is running simultaneously on all nine computers. The remaining time, the application has to run on a single computer. Suppose that we are able to effectively use 18 computers rather than 9 computers on the parallelized portion of the code. Calculate the effective speedup that is achieved.",21,0.0375117318783,1,1,3
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. What is the total execution time (in machine cycle times) of the program on a single computer?",15,0.0212664699614,1,1,3
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities.  Divide the I-loop iterations among the 32 computers as follows: Computer 1 executes the first 32 iterations (I   1 to 32), processor 2 executes the next 32 iterations, and so on. What are the execution time and speedup factor compared with part (a)? (Note that the computational workload, dictated by the J-loop, is unbalanced among the computers.)",14,0.0451294356876,1,1,2
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. Explain how to modify the parallelizing to facilitate a balanced parallel execution of all the computational workload over 32 computers. A balanced load means an equal number of additions assigned to each computer with respect to both loops.",17,0.0222806883684,1,1,5
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. What is the minimum execution time resulting from the parallel execution on 32 computers? What is the resulting speedup over a single computer?",15,0.0206631186174,1,1,3
Why a process need a resource being held by another process in an operating system,1,0.0223339980373,1,1,1
Explain the main purpose of an operating system?,0,0.0300809464069,1,1,0
What is demand paging?,0,0.0279611775413,1,1,0
What are the advantages of a multiprocessor system?,0,0.0270638220921,1,1,0
What is kernel?,0,0.0283562166551,1,1,0
What are real-time systems?,0,0.0736626890686,1,1,0
What is virtual memory?,0,0.016393442623,1,1,0
Describe the objective of multiprogramming.,7,0.0225787731654,1,1,1
What are time sharing systems?,0,0.016393442623,1,1,0
What is SMP?,0,0.0256519194966,1,1,0
How are server systems classified?,0,0.0641053081345,1,1,0
What is asymmetric clustering?,0,0.0384480691294,1,1,0
What is a thread?,0,0.0267797988415,1,1,0
Give some benefits of multithreaded programming.,0,0.0371426903675,1,1,0
Briefly explain FCFS.,0,0.0485151135619,1,1,0
What is RR scheduling algorithm?,0,0.034980463901,1,1,0
What necessary conditions can lead to a deadlock situation in a system?,1,0.041338122904,1,1,1
Enumerate the different RAID levels.,0,0.0268181905183,1,1,0
Describe Bankers algorithm,0,0.0471614873614,1,1,0
What factors determine whether a detection-algorithm must be utilized in a deadlock avoidance system?,1,0.0180436259765,1,1,1
Differentiate logical from physical address space.,0,0.0785123313431,1,1,0
How does dynamic loading aid in better memory space utilization?,7,0.0353034213363,1,1,1
What are overlays?,0,0.0304983030165,1,1,0
What is the basic function of paging?,0,0.0307536421095,1,1,0
What is fragmentation?,0,0.0602310686861,1,1,0
How does swapping result in better memory management?,7,0.0347564804053,1,1,1
Give an example of a Process State.,0,0.016393442623,1,1,0
What is a socket?,0,0.0365926931601,1,1,0
What is Direct Access Method?,0,0.030678005639,1,1,0
When does thrashing occur?,6,0.0325205403192,1,1,0
What is the best page size when designing an operating system?,0,0.0288469807714,1,1,0
"When designing the file structure for an operating system, what attributes are considered?",1,0.0264156692222,1,1,1
What is root partition?,0,0.0602925920671,1,1,0
What are device drivers?,0,0.035903666514,1,1,0
What are the primary functions of VFS?,0,0.0260563007408,1,1,0
What are the different types of CPU registers in a typical operating system design?,0,0.0294961014701,1,1,0
What is the purpose of an I/O status information?,0,0.0222066410702,1,1,0
What is multitasking?,0,0.0336239350242,1,1,0
What are some pros and cons of a command line interface?,0,0.0725346242399,1,1,0
What is caching?,0,0.0264823596127,1,1,0
What is spooling?,0,0.0390611496042,1,1,0
What is an Assembler?,0,0.0289003554788,1,1,0
What are interrupts?,0,0.016393442623,1,1,0
What is GUI?,0,0.0321948368409,1,1,0
What is preemptive multitasking?,0,0.0438104699548,1,1,0
Why is partitioning and formatting a prerequisite to installing an operating system?,1,0.0264294084508,1,1,1
What is plumbing / piping?,0,0.0436643164577,1,1,0
What is NOS?,0,0.016393442623,1,1,0
Differentiate internal commands from external commands.,0,0.0486165808433,1,1,0
"Under DOS, what command will you type when you want to list down the files in a directory, and at the same time pause after every screen output?",6,0.0219859086865,1,1,0
How would a filenamed EXAMPLEFILE.TXT appear when viewed under the DOS command console operating in Windows 98?,7,0.0373405867998,1,1,1
What is a folder in Ubuntu ?,0,0.024654793411,1,1,0
Explain why Ubuntu is safe and not affected by viruses?,7,0.0259454534995,1,1,1
Explain what is Unity in Ubuntu ?,0,0.016393442623,1,1,0
How can you add new entries to the launcher?,0,0.0218174546205,1,1,0
Explain what is the purpose of using libaio package in Ubuntu?,6,0.0326066414754,1,1,0
What is the use of behaviour tab in Ubuntu?,0,0.0379453735981,1,1,0
Explain what is the meaning of export command in Ubuntu?,6,0.0241575466402,1,1,0
Explain how you can reset Unity Configuration?,0,0.0336875123166,1,1,0
Explain how to access Terminal?,0,0.024018228644,1,1,0
What are the functions of operating system?,0,0.016393442623,1,1,0
Describe system calls and its type,0,0.016393442623,1,1,0
Explain Booting the system and Bootstrap program in operating system.,0,0.0287664067686,1,1,0
Describe Main memory and Secondary memory storage in brief.,1,0.0330315480663,1,1,1
What are the advantages of multiprocessor system?,0,0.0270638220921,1,1,0
Is it possible to have a deadlock involving only one process? Explain your answer.,7,0.0377609223815,1,1,1
What is an operating system?,0,0.016393442623,1,1,0
What are the main functions of a Kernel?,0,0.0283562166551,1,1,0
What are the different types of Kernel?,0,0.0283562166551,1,1,0
What are the disadvantages of Microkernels?,0,0.0347345971445,1,1,0
What is a command interpreter?,0,0.0278511137679,1,1,0
Explain Process.,0,0.016393442623,1,1,0
Explain the basic functions of process management.,0,0.0303803283918,1,1,0
What do you know about interrupt?,0,0.016393442623,1,1,0
What is a daemon?,0,0.016393442623,1,1,0
How would you identify daemons in Unix?,12,0.0590246718076,1,1,0
What do you mean by a zombie process?,0,0.0449116034707,1,1,0
What do you know about a Pipe? When is it used?,0,0.0436643164577,1,1,0
What is a named pipe?,0,0.0436643164577,1,1,0
What are the various IPC mechanisms?,0,0.0236033958925,1,1,0
What is a semaphore?,0,0.0304408656379,1,1,0
What kind of operations are possible on a semaphore?,0,0.0202040452119,1,1,0
What is context switching?,0,0.0287077618803,1,1,0
Tell us something about Mutex.,0,0.0276118697146,1,1,0
What is a critical section?,0,0.0219629456529,1,1,0
What is synchronization? What are the different synchronization mechanisms?,0,0.0247531164682,1,1,0
What is the basic difference between pre-emptive and non-pre-emptive scheduling.,0,0.0340555559638,1,1,0
Is non-pre-emptive scheduling frequently used in a computer? Why?,7,0.0180103563511,1,1,1
Explain condition variable.,0,0.027547282391,1,1,0
What are read-write locks?,0,0.0477618206253,1,1,0
What is a deadlock?,0,0.0377609223815,1,1,0
What are the necessary conditions for deadlock to occur?,0,0.0406502029688,1,1,0
Name the functions constituting the OS's memory management.,0,0.0283923000904,1,1,0
Name the different types of memory?,0,0.016393442623,1,1,0
Throw some light on Internal Process Memory.,0,0.0251019116239,1,1,0
Explain compaction.,0,0.0429106013732,1,1,0
What are page frames?,0,0.023933565249,1,1,0
What are pages?,0,0.023933565249,1,1,0
Differentiate between logical and physical address.,0,0.0785123313431,1,1,0
When does page fault error occur?,0,0.0405740156586,1,1,0
Explain thrashing.,0,0.0325205403192,1,1,0
What are the basic functions of file management in OS?,0,0.0282022661205,1,1,0
Explain thread.,0,0.0267797988415,1,1,0
What are the advantage of using threads?,0,0.0218693923045,1,1,0
What are the disadvantages of using threads?,0,0.0281514301347,1,1,0
What is a compiler?,0,0.0469735089455,1,1,0
What is a library?,0,0.0293635720803,1,1,0
What are the advantages of distributed system?,0,0.0237993579522,1,1,0
What are the different types of scheduling algorithms?,0,0.0233902110391,1,1,0
Why is round robin algorithm considered better than first come first served algorithm?,7,0.0317692297427,1,1,1
Explain how a copying garbage collector works. How can it be implemented using semispaces?,7,0.0372232106837,1,1,1
How does reference counting manage memory allocated objects? When can it fail to reclaim objects?,7,0.02635774205,1,1,1
What differences are there between a semaphore wait signal and a condition variable wait signal?,0,0.0417965811584,1,1,0
For a deadlock to occur what are the necessary conditions,6,0.0406502029688,1,1,0
Why is the context switch overhead of a user-level threading lesser as compared to the overhead for processes? Explain.,7,0.031668168039,1,1,1
State the advantages of segmented paging over pure segmentation?,0,0.0374267802768,1,1,0
When does the Belady's anomaly occur?,6,0.0456409150369,1,1,0
What complications does concurrent processing add to an operating system?,6,0.027620796347,1,1,0
How can a VFS layer allow multiple file systems support?,7,0.0252703918643,1,1,1
What are the pros and cons of using circuit switching?,0,0.023955242004,1,1,0
What problems are faced during the implementation of a network-transparent system?,7,0.0314213008659,1,1,1
Explain the layers of a Windows XP system.,0,0.0437577943459,1,1,0
Explain the booting process of a Windows XP system.,0,0.0254257818453,1,1,0
How are data structures handled by NTFS and how does it recover from a crash?,6,0.0324346622728,1,1,0
What are the benefits and losses of placing the functionality in a device controller rather than in placing it in the kernel?,7,0.023555707495,1,1,1
What are merits and demerits of systems supporting multiple file structure and systems supporting a stream of bytes?,9,0.0490899331328,1,1,3
What do you understand by transaction atomicity?,7,0.0284812500339,1,1,1
"Why is a single serial port managed with a single interrupt-driven I/O but a front-end processor is managed using a polling I/O, such as a terminal concentrator?",7,0.0382778470136,1,1,1
What is graceful degradation?,0,0.0442831886924,1,1,0
What are loosely coupled systems?,0,0.0539327226082,1,1,0
Explain SMP.,6,0.0256519194966,1,1,0
What is DLM?,0,0.016393442623,1,1,0
Explain the handheld systems. List the issues related to the handheld system.,6,0.0369756276372,1,1,0
Why is interrupt vector used in operating systems?,7,0.0409163830251,1,1,1
What is the need of device status table?,7,0.0202467402488,1,1,1
How can the speed of interrupt driven input output systems be improved?,9,0.0444040710391,1,1,3
Explain the execution cycle for a von Neumann architecture.,6,0.0342148456656,1,1,0
Explain the positioning time for a disk.,6,0.0283192764547,1,1,0
What is EIDE?,0,0.016393442623,1,1,0
Differentiate between the user mode and monitor mode.,6,0.0754477565211,1,1,0
What is time slice?,0,0.0240428824162,1,1,0
What are the activities related to the Time Shared User Program Management?,6,0.016393442623,1,1,0
"When an input file is opened, what are the possible errors that may occur?",1,0.0424937279205,1,1,1
Explain PCB.,6,0.016393442623,1,1,0
What is cascading termination?,0,0.024018228644,1,1,0
Explain IPC.,6,0.030880845856,1,1,0
Explain the concept of Reentrancy?,6,0.016393442623,1,1,0
Explain Belady's Anomaly?,6,0.0456409150369,1,1,0
What is a binary semaphore? What is its use?,7,0.0505732253578,1,1,1
What is thrashing?,0,0.0325205403192,1,1,0
List the Coffman's conditions that lead to a deadlock.,0,0.0390068783843,1,1,0
"What are short, long and medium-term scheduling?",0,0.163928119227,1,1,0
What are turnaround time and response time?,0,0.0354277080385,1,1,0
What are the typical elements of a process image?,0,0.027565176677,1,1,0
What is the Translation Lookaside Buffer (TLB)?,0,0.0935366395305,1,1,0
What is the resident set and working set of a process?,0,0.0303661630943,1,1,0
When is a system in safe state?,0,0.0325110719357,1,1,0
What is meant by arm-stickiness?,0,0.028956471745,1,1,0
What are the stipulations of C2 level security?,0,0.0261009682181,1,1,0
What is busy waiting?,0,0.0239742234661,1,1,0
Explain the popular multiprocessor thread-scheduling strategies.,0,0.0321483939754,1,1,0
What are local and global page replacements?,0,0.0650512764334,1,1,0
"Define latency, transfer and seek time with respect to disk I/O.",0,0.0661534802471,1,1,0
Describe the Buddy system of memory allocation.,0,0.0488098514642,1,1,0
What is time-stamping?,0,0.016393442623,1,1,0
How are the wait/signal operations for monitor different from those for semaphores?,7,0.0468518400886,1,1,1
"In the context of memory management, what are placement and replacement algorithms?",0,0.038404746801,1,1,0
"In loading programs into memory, what is the difference between load-time dynamic linking and run-time dynamic linking?",6,0.0986028382802,1,1,0
What are demand-paging and pre-paging?,0,0.0332690222301,1,1,0
"Paging a memory management  function, while multiprogramming a processor management function, are the two interdependent?",9,0.0433447301156,1,1,3
What is page cannibalizing?,0,0.023933565249,1,1,0
What has triggered the need for multitasking in PCs?,9,0.0340086634531,1,1,3
What are the four layers that Windows NT have in order to achieve independence?,1,0.0399589085103,1,1,1
What is SMP?,0,0.0256519194966,1,1,0
What are the key object oriented concepts used by Windows NT?,6,0.0231463445327,1,1,0
Is Windows NT a full blown object oriented operating system? Give reasons.,1,0.0349612955071,1,1,1
What is process spawning?,0,0.0383328163754,1,1,0
How many jobs can be run concurrently on MVT?,0,0.029287119468,1,1,0
List out some reasons for process termination.,0,0.0259541386252,1,1,0
What are the reasons for process suspension?,0,0.060603648665,1,1,0
What is process migration?,0,0.0351707761522,1,1,0
What is mutant?,0,0.016393442623,1,1,0
What is an idle thread?,0,0.039402543764,1,1,0
What is FtDisk?,0,0.025542127313,1,1,0
What are the possible threads a thread can have?,0,0.0267797988415,1,1,0
What are rings in Windows NT?,0,0.0427069142957,1,1,0
What is Executive in Windows NT?,0,0.0303725559418,1,1,0
What are the sub-components of I/O manager in Windows NT?,0,0.0305143262761,1,1,0
What are DDks? Name an operating system that includes this feature.,0,0.0248558605214,1,1,0
What level of security does Windows NT meets?,0,0.0266505664564,1,1,0
What is an operating system?,0,0.016393442623,1,1,0
What are the different operating systems?,0,0.016393442623,1,1,0
What are the basic functions of an operating system?,0,0.0282022661205,1,1,0
What is kernel?,0,0.0283562166551,1,1,0
What is difference between micro kernel and macro kernel?,0,0.0372768614119,1,1,0
What is dead lock?,0,0.0309227704082,1,1,0
What is a process?,0,0.016393442623,1,1,0
What are the states of a process?,0,0.016393442623,1,1,0
What is starvation and aging?,0,0.0295303282343,1,1,0
What is semaphore?,0,0.0304408656379,1,1,0
What is context switching?,0,0.0287077618803,1,1,0
What is a thread?,0,0.0267797988415,1,1,0
What is process synchronization?,0,0.0247531164682,1,1,0
What is virtual memory?,0,0.016393442623,1,1,0
What is thrashing?,0,0.0325205403192,1,1,0
What is fragmentation? Tell about different types of fragmentation?,0,0.0602310686861,1,1,0
What are necessary conditions for dead lock?,0,0.0359440814836,1,1,0
What is cache memory?,0,0.0264823596127,1,1,0
What is logical and physical addresses space?,0,0.0439982789623,1,1,0
Differentiate between Complier and Interpreter?,6,0.0473381756402,1,1,0
"What is Throughput, Turnaround time, waiting time and Response time?",0,0.0501323204722,1,1,0
What is Memory-Management Unit (MMU)?,0,0.0271269756562,1,1,0
What is a Real-Time System?,0,0.0736626890686,1,1,0
What is a trap and trapdoor?,0,0.0297983633575,1,1,0
When is a system in safe state?,0,0.0325110719357,1,1,0
Explain the concept of the Distributed systems?,7,0.0292308300776,1,1,1
What is cache-coherency?,0,0.0290344522122,1,1,0
What is a long term scheduler & short term schedulers?,0,0.0781367074286,1,1,0
Explain the meaning of mutex.,6,0.0420365785469,1,1,0
What is Marshalling?,0,0.0372895223138,1,1,0
What is a daemon?,0,0.016393442623,1,1,0
What is pre-emptive and non-preemptive scheduling?,0,0.0241351889152,1,1,0
What is busy waiting?,0,0.0239742234661,1,1,0
What is page cannibalizing?,0,0.023933565249,1,1,0
What is SMP?,0,0.0256519194966,1,1,0
What is process migration?,0,0.0351707761522,1,1,0
Difference between Primary storage and secondary storage?,6,0.0469068302327,1,1,0
Define compactions.,0,0.0429106013732,1,1,0
What are residence monitors?,0,0.0453998282032,1,1,0
What is dual-mode operation?,0,0.0437623793779,1,1,0
What is a device queue?,0,0.016393442623,1,1,0
What are the different types of Real-Time Scheduling?,0,0.0736626890686,1,1,0
What is relative path and absolute path?,0,0.025717879546,1,1,0
What are the disadvantages of context switching?,0,0.0254397241981,1,1,0
What is a data register and address register?,0,0.0232378726893,1,1,0
What is DRAM?,0,0.016393442623,1,1,0
What are local and global page replacements?,0,0.0650512764334,1,1,0
Explain the concept of the batched operating systems?,6,0.0341217567913,1,1,0
What is SCSI?,0,0.016393442623,1,1,0
When is a system in safe state?,0,0.0325110719357,1,1,0
What is cycle stealing?,0,0.0359690836193,1,1,0
What is an idle thread?,0,0.039402543764,1,1,0
What is FtDisk?,0,0.025542127313,1,1,0
What is Dispatcher?,0,0.0317095134577,1,1,0
When does the condition 'rendezvous' arise?,1,0.0295443633496,1,1,1
What is process spawning?,0,0.0383328163754,1,1,0
What are the reasons for process suspension?,0,0.060603648665,1,1,0
What are the sub-components of I/O manager in Windows NT?,0,0.0305143262761,1,1,0
What is a drawback of MVT?,0,0.0419729237067,1,1,0
